Date,Executive Headline,Summary,Source URL,Source,category
21-11-2025,"Here's Waymo's New Autonomous Taxi From Zeekr, Spotted In The Wild","The Chinese brand partnered with Waymo on a purpose-built robotaxi, which has already landed in San Diego.",https://insideevs.com/news/779709/zeekr-waymo-ev/,Inside EVs,government
21-11-2025,XM – BMW’s big boss bad-ass brute,"Much-derided though it is, the XM sells way better than the electric 7 Series. So if any full-sized BMW is to be axed it likely won’t be M division's super-SUV.",https://www.just-auto.com/analysis/xm-bmws-big-boss-bad-ass-brute/,Just Auto,automakers
21-11-2025,Xpeng Is Running Tesla’s Playbook For World Domination. It May Just Work,"Robots. Self-made chips. Self-driving cars. Xpeng’s plan sounds familiar, with just as much to prove. But it may beat Tesla at its own game.",https://insideevs.com/news/779701/xpeng-tesla-china-ai-robots/,Inside EVs,government
21-11-2025,Blink Charging’s new Shasta Level 2 EV chargers are designed for fleet and multifamily markets,"EV charging provider Blink Charging has launched a new line of Level 2 EV chargers tailored specifically for multifamily and fleet applications. The Shasta line was originally developed through Blink’s acquisition of Zemetric, but has now been integrated into Blink’s broader charging ecosystem, with flexible installation and intelligent software capabilities. The Shasta 48 delivers up. Read more ».",https://chargedevs.com/newswire/blink-chargings-new-shasta-level-2-ev-chargers-are-designed-for-fleet-and-multifamily-markets/,ChargedEVs,suppliers
21-11-2025,The new Nissan LEAF gets a price cut thanks to the UK EV grant,"Nissan announced the new LEAF will start at just £32,249 in the UK after it became eligible for the maximum discount under the government’s Electric Car Grant. more….",https://electrek.co/2025/11/21/new-nissan-leaf-price-cut-uk-ev-grant/,Electrek,government
21-11-2025,"MAN Truck & Bus to shed 2,300 German jobs – report",The decision comes as a response to weak demand and rising cost pressures.,https://www.just-auto.com/news/man-truck-bus-to-shed-jobs/,Just Auto,government
21-11-2025,"Saudi Arabia, Stellantis and Petromin in talks on local vehicle production",The initiative is intended to localise production of both commercial and passenger vehicles.,https://www.just-auto.com/news/saudi-arabia-stellantis-local-vehicle-production/,Just Auto,automakers
21-11-2025,Yamaha launches new electric scooter with Honda’s swappable batteries,"Yamaha is doubling down on urban electrification in Japan with the launch of its new Jog E electric scooter – and in a twist that we’ve been waiting years to see, it runs on Honda’s Mobile Power Pack e: swappable batteries. more….",https://electrek.co/2025/11/21/yamaha-launches-new-electric-scooter-with-hondas-swappable-batteries/,Electrek,automakers
21-11-2025,Is The Jeep Recon The Electric Wrangler We Wanted—Or Another Dud?,"On the Plugged-In Podcast: The Jeep Recon and Porsche Cayenne Electric debut. One of them is promising. Plus, how long do EV batteries last.",https://insideevs.com/features/779694/jeep-recon-waymo-batteries-podcast/,Inside EVs,automakers
21-11-2025,Toyota’s new flagship EV for China should be sold everywhere,"Toyota launched its new flagship electric sedan in China with pre-orders starting at under $30,000. The bZ7 is Toyota’s most advanced vehicle yet, offering far more tech and features than those sold in the US, Europe, and every other global market. more….",https://electrek.co/2025/11/21/toyotas-new-flagship-ev-china-should-be-sold-everywhere/,Electrek,government
21-11-2025,Toyota Built This Entire City Around Autonomous Vehicles. Here's What Life Is Like There,Toyota's Woven City is a lot more than just a test course for AVs. Plus: Nvidia's car business is booming.,https://insideevs.com/news/779686/toyota-woven-nvidia-mobility-charging/,Inside EVs,government
21-11-2025,Electricity is about to become the new base currency and China figured it out,"For most of human history, currency was a direct claim on tangible, productive output. Before the abstraction of government fiat or cryptocurrency, value was stored in things that required real work and resources, bushels of grain, livestock, gold, assets with their own direct productive output: horses, and tragically, slaves. These were the foundational assets of economies, representing a direct link between labor, resources, and stored value. As we accelerate into an all-electric, all-digital.",https://electrek.co/2025/11/21/electricity-is-about-to-become-the-new-base-currency-and-china-figured-it-out/,Electrek,government
21-11-2025,IDTechEx discusses routes for EV motors to reduce their Chinese rare earth reliance,"Trade restrictions put in place by China in 2025 have made securing rare earth materials more challenging for the rest of the world. Rare earths are used in many applications, but one that uses them in great quantities is electric vehicle (EV) motors. IDTechEx found that 87% of the EV market worldwide used electric motors ….",https://telematicswire.net/idtechex-discusses-routes-for-ev-motors-to-reduce-their-chinese-rare-earth-reliance/,Telematics Wire,government
21-11-2025,Maruti Suzuki invests in connected mobility startup,"New Delhi, 21 November 2025: Maruti Suzuki India Limited (“Maruti Suzuki”) has announced investment of nearly INR 2 crore in Ravity Software Solutions Private Limited, for an equity stake of over 7. 84% through Maruti Suzuki Innovation Fund. Ravity Software Solutions Private Limited is a technology-led startup which specializes in providing connected mobility insights. The Company ….",https://telematicswire.net/maruti-suzuki-invests-in-connected-mobility-startup/,Telematics Wire,government
21-11-2025,InventHelp debuts ‘window screen’ that lets you enjoy fresh air without the fuss,"Press Release, 21 November 2025 A new automotive accessory has emerged from InventHelp’s innovation pipeline: the “MHO-561” window screen, designed to help motorists relish fresh air while their vehicle is parked or driving. The creator behind this idea mentions the inconvenience of open car windows—be it gusts disturbing passengers or dust blowing in—and sought a ….",https://telematicswire.net/inventhelp-debuts-window-screen-that-lets-you-enjoy-fresh-air-without-the-fuss/,Telematics Wire,government
21-11-2025,Mitsubishi Fuso and REE Automotive collaborate on X-by-Wire and SDV,"Press Release, 21 November 2025 Japanese commercial-vehicle maker Mitsubishi Fuso Truck and Bus Corporation (MFTBC) and Israeli vehicle-technology firm REE Automotive Ltd. have signed a memorandum of understanding (MoU) to collaborate on cutting-edge “X-by-wire” (XBW) systems and software-defined vehicle (SDV) architectures for the next generation of commercial trucks. The partnership aims to replace conventional mechanical ….",https://telematicswire.net/mitsubishi-fuso-and-ree-automotive-collaborate-on-x-by-wire-and-sdv/,Telematics Wire,government
21-11-2025,Classic Jeep Grand Wagoneer gets a battery electric makeover,"Texas-based tuning firm Vigilante 4×4 is known for its wild, high-horsepower Jeep SJ Hemi restomods – but they’re more than just a hot rod shop. To prove it, they’ve developed a bespoke, all-electric skateboard chassis designed to turn the classic Jeep Grand Wagoneer into a modern, desirable electric SUV. more….",https://electrek.co/2025/11/20/classic-jeep-grand-wagoneer-gets-a-battery-electric-makeover-video/,Electrek,automakers
20-11-2025,Check out Hyundai’s cool new off-road electric SUV concept,"Hyundai took the sheets of its new off-road electric SUV, the Crater Concept, at the LA Auto Show. Here’s our first look at the compact off-roader. more….",https://electrek.co/2025/11/20/hyundais-new-off-road-electric-suv-concept-images/,Electrek,automakers
20-11-2025,UK wind farms generate a record 22.7 GW of power on a single day,"Britain’s wind turbines set a new wind generation record, generating an impressive 22. 7 gigawatts (GW) at 7:30 pm on November 11. That was enough electricity to power 22 million homes, the National Energy System Operator (Neso) said. more….",https://electrek.co/2025/11/20/uk-wind-farms-generate-a-record-22-7-gw-of-power-on-a-single-day/,Electrek,government
20-11-2025,"Genesis is crashing the luxury party with the GV60 Magma, its first performance EV","The GV60 Magma is Genesis’ first high-performance vehicle, and it’s aimed straight at Mercedes-Benz AMG and BMW M. Here’s our first look at the sporty EV. more….",https://electrek.co/2025/11/20/genesis-crashes-luxury-party-new-gv60-magma-ev/,Electrek,automakers
20-11-2025,Tesla deploys its first Superchargers owned by 3rd-party in the US,"Tesla has officially deployed its first Supercharger station owned by a third party in the US, a step in the automaker’s effort to accelerate the charging infrastructure growth while reducing capital expenditure. more….",https://electrek.co/2025/11/20/tesla-deploys-first-superchargers-owned-by-3rd-party-us/,Electrek,government
20-11-2025,"Hyundai’s 641 HP electric sports car is here, but it will be limited","The IONIQ 6 N made its North American debut on Thursday, but Hyundai said it will be sold in limited quantities in the US. more….",https://electrek.co/2025/11/20/hyundais-electric-sports-car-is-here-but-limited-images/,Electrek,automakers
20-11-2025,"Official Black Friday deals just got even better – up to 70% off with new lows from Anker SOLIX, ...","With Amazon having officially kicked off its Black Friday event, we’re seeing many of our favorite brands following suit with updated/expanded lineups of deals – and all the posts we’ve collected for you today feature tons of great returning and new low prices. Leading the group is Anker’s SOLIX Black Friday Sale, which has increased savings up to 70% on power stations, bundles, and accessories, with offers like the latest F3000 Portable Power Station hitting a new $1,199 low (while also getting.",https://electrek.co/2025/11/20/anker-solix-black-friday-segway-navimow-ninebot-jackery-more/,Electrek,government
20-11-2025,"Lucid Motors launches Gravity Touring SUV, starting below $80,000",American EV automaker Lucid Motors ($LCID) has officially debuted the latest variant available in its flagship SUV model. The Lucid Gravity Touring has officially launched this morning ahead of a public debut at the 2025 Los Angeles International Auto Show. Initial deliveries are set to begin sooner than you’d think. Be sure to check out the b-roll footage below. more….,https://electrek.co/2025/11/20/lucid-motors-launches-gravity-touring-suv-starting-below-80000-video/,Electrek,automakers
20-11-2025,Ford is making it easier to charge your EV just in time for the holidays,"With a record number of drivers expected to hit the road for the holidays to visit friends and family, Ford is making it even easier to charge your EV. more….",https://electrek.co/2025/11/20/ford-making-it-easier-to-charge-ev/,Electrek,government
20-11-2025,Elon Musk’s compensation could tank Tesla’s earnings for years if they lose the appeal,"While everyone has been hyper-focused on Elon Musk’s latest “gaudy” pay package, the one the board just awarded him to compensate for the previous package canceled by a judge in Delaware is turning into a financial time bomb ticking that could blow up Tesla’s income statements. more….",https://electrek.co/2025/11/20/elon-musk-compensation-tank-teslas-earnings-years-if-lose-appeal/,Electrek,government
20-11-2025,"Hyundai wants to cut EV charging time to 3 minutes, as fast as filling up a gas car","Hyundai’s electric vehicles, like the IONIQ 5, are among the fastest charging EVs, but the company says it’s still not quick enough. To match a typical gas fill-up, Hyundai believes 3 minutes is the magic number for EV charging times. more….",https://electrek.co/2025/11/20/hyundai-cut-ev-charging-time-3-minutes/,Electrek,automakers
20-11-2025,"Tesla delays next-gen AI5 chip to mid-2027, Cybercab will launch on AI4 hardware","Tesla CEO Elon Musk has confirmed that the automaker’s next-generation self-driving computer, known as AI5, will not be available in volume until mid-2027. The new timeline confirms that Tesla’s upcoming Cybercab, scheduled for 2026, will launch on current-generation AI4 hardware – raising more questions about the capability of the vehicle, which isn’t supposed to have pedals or a steering wheel. more….",https://electrek.co/2025/11/20/tesla-delays-next-gen-ai5-chip-mid-2027-cybercab/,Electrek,government
20-11-2025,Waymo expands to three more US cities with test vehicles rolling out immediately,"Robotaxi network Waymo is continuing the rapid expansion of its test fleet vehicles in new cities around the US as it looks to offer more driverless ride options to the public. The Alphabet Inc. subsidiary announced three new cities where test vehicles will roll out en route to commercial services, marking Waymo’s second expansion announcement in just three days. more….",https://electrek.co/2025/11/20/waymo-expands-three-us-cities-with-test-vehicles/,Electrek,government
20-11-2025,"Kia’s first electric van snags a historic win, claiming 2026 International Van of the Year","The PV5, Kia’s first 100% electric van, was unanimously chosen as the 2026 International Van of the Year, becoming the first Korean model to win the prestigious award. more….",https://electrek.co/2025/11/20/kias-first-electric-van-snags-historic-win/,Electrek,automakers
20-11-2025,Investor shakeup breathes new life into e-bike brand Pedego,"Pedego, one of the most recognizable names from the early days of American e-bike brands, is entering a new era. The company has been acquired by the “US-based” ownership group behind the Asian e-bike brand Urtopia, a relatively young, tech-forward electric bike brand known for carbon fiber e-bikes with built-in connectivity and smart features. The result is a newly formed New Pedego Holdings Inc. , which both companies are pitching not as a takeover, but as a reboot designed to modernize Pedego.",https://electrek.co/2025/11/20/pedego-gets-new-life-getting-bought-by-hong-kong-e-bike-brand-urtopia/,Electrek,government
19-11-2025,Mercedes takes out the trash as German city deploys 18 electric garbage trucks,"The German city of Karlsruhe is setting an example for sustainability in waste management by deploying a fleet of 18 Mercedes-Benz eEconic electric garbage trucks that are helping make the streets cleaner, quieter, and a lot less stinky. more….",https://electrek.co/2025/11/19/mercedes-takes-out-the-trash-as-german-city-deploys-18-electric-garbage-trucks/,Electrek,automakers
19-11-2025,"BYD may bring an even smaller, cheaper EV to Europe","The Dolphin Surf is already one of Europe’s cheapest EVs, yet BYD may have an even more affordable electric car up its sleeve. more….",https://electrek.co/2025/11/19/byd-smaller-cheaper-ev-europe/,Electrek,government
19-11-2025,Tesla lobbies CA to keep Robotaxi data hidden as Waymo pushes transparency,"Tesla and Waymo are currently on opposite sides of a back-and-forth regarding how to proceed with California’s autonomous ride-hailing rules, and Tesla’s filings paint a different picture of its “Robotaxi” system’s capabilities than its CEO Elon Musk has in his public statements. more….",https://electrek.co/2025/11/19/tesla-lobbies-ca-to-keep-robotaxi-data-hidden-as-waymo-pushes-transparency/,Electrek,government
19-11-2025,Porsche’s new electric Cayenne can charge without plugging in,"Porsche unveiled its new Cayenne EV today, and it comes with an option for something we haven’t seen out of a factory-equipped car before: inductive charging. more….",https://electrek.co/2025/11/19/porsches-new-electric-cayenne-can-charge-without-plugging-in/,Electrek,automakers
19-11-2025,Cadillac launches the Escalade IQ as Korea’s first full-size electric SUV with 460 mi range,"The Cadillac Escalade IQ is arriving as Korea’s first full-size electric SUV, boasting an impressive 739 km (459 miles) of range. more….",https://electrek.co/2025/11/19/cadillac-launches-escalade-iq-koreas-first-full-size-ev-suv/,Electrek,automakers
19-11-2025,"Mango Power Black Friday Sale takes up to 75% off units, exclusive new lows on Anker F3800 + Ever...","We’ve got quite the lineup of power station deals in today’s Green Deals, led by the Mango Power Black Friday Sale that is taking up to 75% off its lineup of Power E solar and home backup units, with select bonus savings, and which revolves around and starts with the Mango Power E Portable CATL Power Station at $1,099. We’ve also secured up to $2,600 in exclusive savings on four Anker SOLIX units, which includes new low prices on the F3800 Plus power station and EverFrost 2 58L cooler – all star.",https://electrek.co/2025/11/19/mango-power-e-black-friday-sale-exclusive-anker-lectric-more/,Electrek,government
19-11-2025,A rare GM EV1 saved from the crusher is going to be driveable again,"The General Motors EV1 has a vital place in electric vehicle history. It mainly served to show two things: Show a viable path for battery-electric vehicles back in the 1990s. Some forces are clearly at play to suppress electric cars. GM only leased the EV1, never sold any, and prevented almost anyone from keeping them when it killed the vehicle program. The automaker ended up crushing the vast majority of them.",https://electrek.co/2025/11/19/gm-ev1-saved-from-crusher-going-driveable-again/,Electrek,government
