Date,Executive Headline,Summary,Source URL,Source,Cluster ID,execution_timestamp
2025-11-24,"Anker SOLIX C2000 Gen 2 power station hits new $679 low + PowerCore Reserve at $80, Mammotion RTK...","We’re kicking off this week’s Green Deals with a continued Black Friday extravaganza – with this issue containing a mix of single-focus deals and massive roundups. Our headliner comes as part of Anker’s SOLIX Black Friday Sale, with the brand launching a 4-day flash sale on a small selection of power stations, including the latest SOLIX C2000 Gen 2 Portable Power Station at a new $679 low. Right behind that, we have a nice array of Mammotion RTK Robot Lawn Mowers at some of their lowest prices a.",https://electrek.co/2025/11/24/anker-solix-c2000-gen-2-power-station-powercore-reserve-mammotion-more/,Electrek,10,2025-11-25T12:19:23.470913
2025-11-24,Stellantis to fully exit Comau as One Equity moves for full control – report,The equity firm holds an option to purchase the remaining 49. 9% of Comau within three years.,https://www.just-auto.com/news/stellantis-to-fully-exit-comau/,Just Auto,11,2025-11-25T12:19:23.470913
2025-11-24,"All-solid-state EV batteries hit a huge milestone in China, promising to double range","China’s first all-solid-state production line is up and running. With the equipment in place, GAC Group becomes the first automaker ready to mass-produce the “holy grail” of EV batteries, promising to double range and cut charging time. more….",https://electrek.co/2025/11/24/all-solid-state-ev-batteries-hit-milestone-promise-to-double-range/,Electrek,12,2025-11-25T12:19:23.470913
2025-11-24,UK set to unveil $2bn package to boost electric vehicle uptake,The government intends to end sales of new petrol and diesel cars by 2030.,https://www.just-auto.com/news/uk-package-boost-electric-vehicle-uptake/,Just Auto,13,2025-11-25T12:19:23.470913
2025-11-24,Movie Monday: ‘Wicked: For Good’ Defies Box Office Gravity,"‘Wicked: For Good’ flew to the top of the box office the moment it released this weekend, leaving all other movies to struggle. The post Movie Monday: ‘Wicked: For Good’ Defies Box Office Gravity appeared first on Plugged In.",https://www.pluggedin.com/blog/movie-monday-wicked-for-good-defies-box-office-gravity/,Plugged In,14,2025-11-25T12:19:23.470913
2025-11-24,"Over 20,000 Ford And Lincoln PHEVs Could Catch Fire, And There’s No Fix",The Ford Escape PHEV and Lincoln Corsair PHEV are being recalled for the second time over the same issue.,https://insideevs.com/news/779851/ford-escape-lincoln-corsair-phev-recall-fire/,Inside EVs,15,2025-11-25T12:19:23.470913
2025-11-24,"Tesla announces expected FSD approval date in Europe, regulators deny","For the first time in what feels like forever, Tesla has put a hard date on the arrival of Full Self-Driving (Supervised) in Europe. The automaker confirmed that the Dutch vehicle authority (RDW) has committed to granting national approval for the system in February 2026, which is just a few months away. Update: RDW has denied that it has told Tesla it plans to grant approval in February. more….",https://electrek.co/2025/11/24/tesla-announces-fsd-approval-europe-february-2026/,Electrek,16,2025-11-25T12:19:23.470913
2025-11-24,Kia’s new electric SUV is ready to go beyond the pavement,"The EV5 is about the size of Kia’s best-selling SUV, the Sportage. Kia revealed a new EV5 WKNDR concept, giving us our first look at the electric off-roader. more….",https://electrek.co/2025/11/24/kias-electric-suv-ready-to-go-beyond-pavement-images/,Electrek,17,2025-11-25T12:19:23.470913
2025-11-24,YASA reports new axial flux motor with 59 kW/kg peak power density,"YASA, a company specializing in axial flux electric motor technology, has announced an unofficial world record for electric motor power density with its latest prototype. Recent testing of a 12. 7 kg axial flux motor prototype yielded a short-term peak output of 750 kW, resulting in a recorded power density of 59 kW/kg. This breaks YASA’s. Read more ».",https://chargedevs.com/newswire/the-tech/yasa-reports-new-axial-flux-motor-with-59-kw-kg-peak-power-density/,ChargedEVs,18,2025-11-25T12:19:23.470913
2025-11-24,Webinar: The EV Charging Playbook—Boosting Your Top and Bottom Line in 2026,"As EV charging infrastructure and software experts, Lynkwell experiences the entire EV ecosystem. Join them as they reveal how EV site owners can strengthen reliability and profitability. From upgrading aging infrastructure to navigating network provider exits and incentive changes. In this session, you’ll learn how to protect your investment, capture available funding, and turn EV. Read more ».",https://chargedevs.com/whitepapers/fleets/webinar-the-ev-charging-playbook-boosting-your-top-and-bottom-line-in-2026/,ChargedEVs,19,2025-11-25T12:19:23.470913
2025-11-24,"Ford Pumped The Brakes On An Electric Truck. Now, Here Come The Lawsuits","When EV plans get canceled or pushed back, suppliers are left holding the bag. Plus: Mercedes revamps its EV strategy in America.",https://insideevs.com/news/779848/ford-ev-truck-lawsuit-geely-cm/,Inside EVs,20,2025-11-25T12:19:23.470913
2025-11-24,Nano One receives C$5-million government grant to support LFP capacity expansion,"Nano One Materials, a Canadian a process technology company specializing in lithium-ion battery cathode active materials (CAM), has been awarded C$5 million ($3. 5 million) in non-repayable financing from Natural Resources Canada (NRCan) under the Energy Innovation Program to scale production of its One-Pot lithium iron phosphate (LFP) CAM and accelerate commercialization. The funding supports Nano. Read more ».",https://chargedevs.com/newswire/nano-one-receives-c5-million-government-grant-to-support-lfp-capacity-expansion/,ChargedEVs,21,2025-11-25T12:19:23.470913
2025-11-24,it’s electric to deploy 90 new curbside EV charging ports in Los Angeles,"Curbside EV charging pioneer it’s electric has been selected by the Los Angeles DOT to deploy 90 new public curbside charging ports. The new chargers will replace those that were previously part of the BlueLA carshare network, and will go into service over the next 12 months. The first 15 chargers will open in November. Read more ».",https://chargedevs.com/newswire/its-electric-to-deploy-90-new-curbside-ev-charging-ports-in-los-angeles/,ChargedEVs,22,2025-11-25T12:19:23.470913
2025-11-24,Panasonic Energy to work with Brown University on battery diagnostics analysis,Japan’s Panasonic Energy has formed a joint development initiative with Brown University School of Engineering to improve the performance of lithium-ion batteries by analyzing and addressing materials degradation mechanisms. The partnership will advance analytical methods to pinpoint how materials degrade during battery charge and discharge cycles and apply these insights to accelerate the development of. Read more ».,https://chargedevs.com/newswire/panasonic-energy-to-work-with-brown-university-on-battery-diagnostics-analysis/,ChargedEVs,23,2025-11-25T12:19:23.470913
2025-11-24,"Longbow’s Speedster EV is light and speedy, and so is the company’s development process","Could EV startup Longbow be the company that brings the British auto industry back to life. The company impressed the autorati by bringing its first model, the Speedster, from a design sketch to a functioning demonstrator in a mere six months, about a third of the time automakers typically take for such a development phase. Read more ».",https://chargedevs.com/newswire/longbows-speedster-ev-is-light-and-speedy-and-so-is-the-companys-development-process/,ChargedEVs,24,2025-11-25T12:19:23.470913
2025-11-24,Taiga’s 2026 Nomad electric snowmobile introduces major hardware and software upgrades,"Taiga Motors has begun international deliveries of its 2026 Nomad electric snowmobile. Nomad is now available throughout North America, Europe and Asia. The latest Nomad model introduces significant upgrades to both hardware and software. Many of the software upgrades will also be available to existing Taiga owners through over-the-air updates. The 2026 Nomad features new.",https://chargedevs.com/newswire/taigas-2026-nomad-electric-snowmobile-introduces-major-hardware-and-software-upgrades/,ChargedEVs,25,2025-11-25T12:19:23.470913
2025-11-24,This Chinese EV Maker Is Stepping In Where Fisker Faltered,"Following Xpeng's lead, China's GAC is taking advantage of the manufacturing void left by Fisker's collapse. And Magna is all for it.",https://insideevs.com/news/779836/gac-magna-ev-manufacturing-europe/,Inside EVs,26,2025-11-25T12:19:23.470913
2025-11-24,Volvo electric excavators get to work crushing rocks in Canadian quarry,A pair of new Volvo ECR25 Electric mini excavators are busy breaking up oversize rocks in crushing operations at this Ontario-based mine – and the transition from diesel has been as smooth as their electric motors. more….,https://electrek.co/2025/11/24/volvo-electric-excavators-get-to-work-crushing-rocks-in-canadian-quarry/,Electrek,27,2025-11-25T12:19:23.470913
2025-11-24,"AUDI, Audi's All-Caps Chinese EV Brand, Wants To Make This Sleek SUV","Times are tough in China, so the German automaker is trying everything it can to boost sales.",https://insideevs.com/news/779821/audi-e-suv-ev-concept/,Inside EVs,28,2025-11-25T12:19:23.470913
2025-11-24,Xiaomi raises its 2025 BEV sales target,"The company celebrated the production of its 500,000th BEV this week.",https://www.just-auto.com/news/xiaomi-raises-its-2025-bev-sales-target/,Just Auto,29,2025-11-25T12:19:23.470913
2025-11-24,Nissan launches new Teana sedan in China,New model features Level-2 ADAS and Huawei’s HarmonySpace 5. 0 as standard.,https://www.just-auto.com/news/nissan-launches-new-teana-sedan-in-china/,Just Auto,30,2025-11-25T12:19:23.470913
2025-11-24,VinFast’s Q3 revenues rise 47% in Q3,Automaker aims to “at least” double BEV sales in 2025.,https://www.just-auto.com/news/vinfasts-q3-revenues-rise-47-in-q3/,Just Auto,31,2025-11-25T12:19:23.470913
2025-11-24,Ford Trucks’ First Electric Big Rig Has Up To 186 Miles Of Range,The new F-Line E can be fitted with up to four battery packs totaling 314 kWh of usable energy.,https://insideevs.com/news/779801/ford-trucks-f-line-e-electric-truck/,Inside EVs,32,2025-11-25T12:19:23.470913
2025-11-24,Starship Technologies and Uber Eats forge global autonomous delivery partnership,"Press Release, 24 November 2025 Starship Technologies, a forerunner in sidewalk robot delivery, has teamed up with Uber Eats to revolutionize how meals and groceries reach consumers. The collaboration will deploy Starship’s AI-powered robots, which operate at Level 4 autonomy and can complete deliveries of up to two miles in under 30 minutes, starting in ….",https://telematicswire.net/starship-technologies-and-uber-eats-forge-global-autonomous-delivery-partnership/,Telematics Wire,33,2025-11-25T12:19:23.470913
2025-11-24,QCraft teams up with Chery to accelerate L4 autonomous logistics solutions,"Press Release, 24 November 2025 Global autonomous driving firm QCraft has announced a strategic partnership with Chery Commercial Vehicle, a subsidiary of China’s Chery Holding Group, marking QCraft’s formal entry into the Level 4 (L4) autonomous logistics arena. The collaboration is designed to integrate QCraft’s advanced L4 driving technology into Chery’s commercial vehicle platforms, paving ….",https://telematicswire.net/qcraft-teams-up-with-chery-to-accelerate-l4-autonomous-logistics-solutions/,Telematics Wire,34,2025-11-25T12:19:23.470913
2025-11-24,Zoox launches robotaxi rides in San Francisco,"Press Release, 24 November 2025 Zoox, the autonomous-vehicle unit owned by Amazon, has opened its “Explorers” program to offer free robotaxi rides in select San Francisco neighbourhoods, marking a major stride into public-facing service. The offering, available via wait-list in areas such as SoMa and the Mission, uses purpose-built electric vehicles without steering wheels or ….",https://telematicswire.net/zoox-launches-robotaxi-rides-in-san-francisco/,Telematics Wire,35,2025-11-25T12:19:23.470913
2025-11-24,ChargeZone launches “Project e-Dhara” to power EV highways with renewables,"Press Release, 24 November 2025 ChargeZone, India’s EV charging network operator with more than 13,500 charging points, has announced a bold new initiative named Project E‑DHARA (Electrifying and Decarbonising Highways through Accelerated Renewable Adoption) to convert its highway charging hubs entirely to renewable energy. The effort kicks off in 2025 with the first site at ….",https://telematicswire.net/chargezone-launches-project-e-dhara-to-power-ev-highways-with-renewables/,Telematics Wire,36,2025-11-25T12:19:23.470913
2025-11-24,Xiaomi launches open-source “MiMo-Embodied” AI model for autonomous driving & robotics,"News, 24 November 2025 Xiaomi has unveiled its latest breakthrough: a publicly released foundation model named MiMo‑Embodied, designed to power both autonomous driving and embodied robotics. According to the company, this vision-language model combines capabilities in perception, planning, spatial understanding and driv­e decision-making, and is now available to developers on platforms like Hugging Face and ….",https://telematicswire.net/xiaomi-launches-open-source-mimo-embodied-ai-model-for-autonomous-driving-robotics/,Telematics Wire,37,2025-11-25T12:19:23.470913
2025-11-24,"Homeowners share surprising, real-world data after installing solar panels",Are you wondering what kind of results you’d get if you added a home solar system to your roof. Homeowners are sharing their results online — and the real-world data might surprise you. more….,https://electrek.co/2025/11/23/homeowners-share-surprising-real-world-data-after-installing-solar-panels/,Electrek,38,2025-11-25T12:19:23.470913
2025-11-23,How Long Does It Take To Charge An EV? Here’s The Real Breakdown,"It's one of the central parts of EV ownership. But to newcomers, it's often mystifying. Charging expert Tom Moloughney breaks it down.",https://insideevs.com/news/779769/ev-charging-basics-explained/,Inside EVs,39,2025-11-25T12:19:23.470913
2025-11-23,Volvo set to ditch LiDAR for 2026 – and Luminar is BIG mad,It seems like the writing was already on the wall last week when Volvo moved to make its Luminar-supplied LiDAR system an option – there are now reports that the Swedish car brand is set to ditch LiDAR tech entirely in 2026. more….,https://electrek.co/2025/11/23/volvo-set-to-ditch-lidar-for-2026-and-luminar-is-big-mad/,Electrek,40,2025-11-25T12:19:23.470913
2025-11-23,"Hyundai And Kia Owners: For The Quickest Charge, Don't Use Tesla Superchargers","Hyundais and Kias can use Tesla plugs, but that's not always the best way to charge.",https://insideevs.com/news/779729/hyundai-ioniq-kia-ev9-fast-charging-tips-tesla/,Inside EVs,41,2025-11-25T12:19:23.470913
2025-11-23,John Deere electric riding mower gets removable batteries from EGO,"The new John Deere Z370RS Electric ZTrak zero turn electric riding mower promises all the power and performance Deere’s customers have come to expect from its quiet, maintenance-free electric offerings – but with an all new twist: removable batteries. more….",https://electrek.co/2025/11/22/john-deere-electric-riding-mower-gets-removable-batteries-from-ego/,Electrek,42,2025-11-25T12:19:23.470913
2025-11-22,"New electric AUDI E SUV concept promises 670 hp, 435 mile range",Audi embraced its future in China with the launch of a new Chinese market electric sub-brand called AUDI that ditched the iconic “four rings” logo in favor of four capital letters – but one thing this latest concept hasn’t ditched is the brand’s traditionally teutonic long-roof design language. more….,https://electrek.co/2025/11/22/new-electric-audi-e-suv-concept-promises-670-hp-435-mile-range/,Electrek,43,2025-11-25T12:19:23.470913
2025-11-22,"On the Radar: Adult Social Media Habits, Parasocial and AI Toys","Adults Use Social Media Almost as Much as Teens What. According to Pew Research, 84% of U. S. adults use YouTube, 71% use Facebook, 50% use Instagram, and 37% use TikTok. So What.",https://www.pluggedin.com/blog/on-the-radar-adult-social-media-habits-parasocial-and-ai-toys/,Plugged In,44,2025-11-25T12:19:23.470913
2025-11-22,"2025 Jeep Wagoneer S: A Glitchy $74,000 Mess That Proves Stellantis Should Stick To Gas","Jeep's first U. S. -market EV packs a lot of power, but falls down hard on execution.",https://insideevs.com/reviews/779744/2025-jeep-wagoneer-s-review/,Inside EVs,45,2025-11-25T12:19:23.470913
2025-11-22,New Renault electric van SHOULD be coming to America — as a Nissan,"Unless they have vivid memories of guys like Nigel Mansell, Fernando Alonso, and Sebastian Vettel driving the wheels off a screaming, Renault-powered Formula 1 car, it’s tough to get an American to care about a new Renault — but Nissan’s renewed willingness to work with its old partners means we may yet get the new Trafic E-Tech here. (. ) more….",https://electrek.co/2025/11/22/new-renault-electric-van-should-be-coming-to-america-as-a-nissan/,Electrek,46,2025-11-25T12:19:23.470913
2025-11-22,Kia’s Pivot: Why The EV Trailblazer Is Betting Big On Hybrids,"Right now, Kia dealers and customers are asking for more hybrids, executives say. Kia aims to deliver.",https://insideevs.com/news/779727/kia-hybrid-strategy/,Inside EVs,47,2025-11-25T12:19:23.470913
2025-11-22,Daimler CEO just dropped some pretty WILD pro-hydrogen claims,"Daimler Truck AG CEO Karin Rådström hopped on LinkedIn today and dropped some absolutely wild pro-hydrogen talking points, using words like “emotional” and “inspiring” while making some pretty heady claims about the viability and economics of hydrogen. The rant is doubly embarrassing for another reason: the company’s hydrogen trucks are more than 100 million miles behind Volvo’s electric semis. UPDATE 22NOV2025: Daimler just delivered five new hydrogen semis for trials. more….",https://electrek.co/2025/11/22/daimler-ceo-just-dropped-some-pretty-wild-pro-hydrogen-claims/,Electrek,48,2025-11-25T12:19:23.470913
2025-11-22,You Want A Used Tesla With These Batteries,Data shows that Tesla Model 3s with LFP batteries retain more range over time than similar models with other chemistries.,https://insideevs.com/news/779726/tesla-lfp-batteries-voltest-degradation/,Inside EVs,49,2025-11-25T12:19:23.470913
2025-11-22,LEAD unveils high-precision solid-state battery cell stacking machine,"LEAD has released of an integrated solid-state battery cutting and stacking machine targeted at addressing the technical challenges of next-generation energy storage manufacturing. The machine is engineered for the specific requirements of solid-solid interface materials used in all-solid-state batteries, which require highly precise and controlled stacking due to their sensitivity and brittle nature. The new. Read more ».",https://chargedevs.com/newswire/the-tech/lead-unveils-high-precision-solid-state-battery-cell-stacking-machine/,ChargedEVs,50,2025-11-25T12:19:23.470913
2025-11-21,Volvo Admits Software Is Hard. But Its 2026 Cars May Finally Fix the Problem,"Tastes between countries, ages, and buyers are different. But Volvo is figuring out how to make things easier, its Head of Car UX said.",https://insideevs.com/news/779728/volvo-ex30-2026-ex90-software/,Inside EVs,51,2025-11-25T12:19:23.470913
2025-11-21,First Solar opens a Louisiana factory that’s 11 Superdomes big,"First Solar just cut the ribbon on a huge new factory in Iberia Parish, Louisiana, and it dwarfs the New Orleans Superdome. The company’s $1. 1 billion, fully vertically integrated facility spans 2. 4 million square feet, or about 11 times the size of the stadium’s main arena. more….",https://electrek.co/2025/11/21/first-solar-opens-a-louisiana-factory-thats-11-superdomes-big/,Electrek,52,2025-11-25T12:19:23.470913
2025-11-21,Wicked: Navigating Magic and Witchcraft in Movies,The post Wicked: Navigating Magic and Witchcraft in Movies appeared first on Plugged In.,https://www.pluggedin.com/blog/wicked-navigating-magic-and-witchcraft-in-movies/,Plugged In,53,2025-11-25T12:19:23.470913
2025-11-21,"Chevy previews a sporty new EV, but will it actually come to life?","No, it’s not the new Bolt. GM’s design team previewed a new high-riding “sporty Chevrolet EV” that should be brought to life. more….",https://electrek.co/2025/11/21/chevy-previews-sporty-new-ev/,Electrek,54,2025-11-25T12:19:23.470913
2025-11-21,"Podcast: Electricity is the base currency, Tesla Robotaxi crashes, new Porsche Cayenne EV, and more","In the Electrek Podcast, we discuss the most popular news in the world of sustainable transport and energy. In this week’s episode, we discuss electricity becoming the base currency, Tesla Robotaxi crashes, the new Porsche Cayenne EV, and more. more….",https://electrek.co/2025/11/21/podcast-electricity-base-currency-tesla-robotaxi-crashes-new-porsche-cayenne-ev/,Electrek,55,2025-11-25T12:19:23.470913
2025-11-21,Wallbox pushes new wave of EV chargers across the Mountain West,"Wallbox is ramping up its partnership with distributor Codale Electric Supply to roll out more EV chargers across the Mountain West, a region that’s seeing a rapid escalation of electrification programs and regional highway corridor build-outs. more….",https://electrek.co/2025/11/21/wallbox-codale-ev-chargers-mountain-west/,Electrek,56,2025-11-25T12:19:23.470913
2025-11-21,"Ford's $30,000 EV Truck Reveals The Shocking Relationship Between Design And Battery Costs","The design of Ford's new U. S. -made $30,000 EV truck remains a mystery. But Ford had to get clever with how it looks to combat BYD on costs.",https://insideevs.com/news/779711/ford-30k-ev-truck-aerodynamics/,Inside EVs,57,2025-11-25T12:19:23.470913
2025-11-21,"Black Friday savings keep growing with up to 80% off EcoFlow power stations, Samsung smart applia...","Following suit from yesterday’s edition, today’s Green Deals are packed with better-than-ever full holiday savings, led by EcoFlow’s next phase of its Black Friday Sale event with up to 80% discounts on backup power solutions, complete with bonus savings, free gifts, and new low prices – all starting from $149 + the phase’s first 48-hour flash sale. There’s also Samsung’s Black Friday appliance sale that can save you hundreds to thousands on smart energy-conscious washer/dryers, refrigerators, o.",https://electrek.co/2025/11/21/ecoflow-black-friday-sale-samsung-autel-more/,Electrek,58,2025-11-25T12:19:23.470913
2025-11-21,"Here's Waymo's New Autonomous Taxi From Zeekr, Spotted In The Wild","The Chinese brand partnered with Waymo on a purpose-built robotaxi, which has already landed in San Diego.",https://insideevs.com/news/779709/zeekr-waymo-ev/,Inside EVs,59,2025-11-25T12:19:23.470913
2025-11-21,XM – BMW’s big boss bad-ass brute,"Much-derided though it is, the XM sells way better than the electric 7 Series. So if any full-sized BMW is to be axed it likely won’t be M division's super-SUV.",https://www.just-auto.com/analysis/xm-bmws-big-boss-bad-ass-brute/,Just Auto,60,2025-11-25T12:19:23.470913
2025-11-21,Xpeng Is Running Tesla’s Playbook For World Domination. It May Just Work,"Robots. Self-made chips. Self-driving cars. Xpeng’s plan sounds familiar, with just as much to prove. But it may beat Tesla at its own game.",https://insideevs.com/news/779701/xpeng-tesla-china-ai-robots/,Inside EVs,61,2025-11-25T12:19:23.470913
2025-11-21,Blink Charging’s new Shasta Level 2 EV chargers are designed for fleet and multifamily markets,"EV charging provider Blink Charging has launched a new line of Level 2 EV chargers tailored specifically for multifamily and fleet applications. The Shasta line was originally developed through Blink’s acquisition of Zemetric, but has now been integrated into Blink’s broader charging ecosystem, with flexible installation and intelligent software capabilities. The Shasta 48 delivers up. Read more ».",https://chargedevs.com/newswire/blink-chargings-new-shasta-level-2-ev-chargers-are-designed-for-fleet-and-multifamily-markets/,ChargedEVs,62,2025-11-25T12:19:23.470913
2025-11-21,The new Nissan LEAF gets a price cut thanks to the UK EV grant,"Nissan announced the new LEAF will start at just £32,249 in the UK after it became eligible for the maximum discount under the government’s Electric Car Grant. more….",https://electrek.co/2025/11/21/new-nissan-leaf-price-cut-uk-ev-grant/,Electrek,63,2025-11-25T12:19:23.470913
2025-11-21,"NAVEE ST3 Pro, loaded with power and comfort, 20% off for Black Friday","Looking for a smarter, cooler, and genuinely more comfortable way to commute this winter. The NAVEE ST3 Pro Damping Arm™ Suspension City E-scooter has officially entered the chat — and for Black Friday, it’s dropping to an unmissable low price. If you’ve been waiting for the right moment to commit to electric travel, this is it. more….",https://electrek.co/2025/11/21/navee-st3-pro-20-percent-off-black-friday-power-comfort/,Electrek,64,2025-11-25T12:19:23.470913
2025-11-21,Webinar: Powering EV Growth Through Smarter Payment,"EV drivers aren’t losing confidence in their cars—they’re losing confidence in the charging experience. This session reveals how smarter, scalable payment technology addresses the hidden issues behind failed sessions, low uptime, and driver frustration. Join this webinar, presented by Payroc, to learn how modern payment infrastructure can deliver reliable, tap-and-go charging experiences that boost revenue,. Read more ».",https://chargedevs.com/whitepapers/fleets/webinar-powering-ev-growth-through-smarter-payments/,ChargedEVs,65,2025-11-25T12:19:23.470913
2025-11-21,Global vehicle market hits second strongest month of the year in October – GlobalData,"For October, the global Light Vehicle (LV) selling rate saw its second strongest month of the year, with 96 million units/year.",https://www.just-auto.com/industry-data/global-vehicle-market-hits-second-strongest-month-of-the-year-in-october-globaldata/,Just Auto,66,2025-11-25T12:19:23.470913
2025-11-21,"MAN Truck & Bus to shed 2,300 German jobs – report",The decision comes as a response to weak demand and rising cost pressures.,https://www.just-auto.com/news/man-truck-bus-to-shed-jobs/,Just Auto,67,2025-11-25T12:19:23.470913
2025-11-21,Wingtech demands reinstated control of Nexperia,The announcement follows a decision by the Dutch government to halt its seizure of the chipmaker.,https://www.just-auto.com/news/wingtech-demands-control-of-nexperia/,Just Auto,68,2025-11-25T12:19:23.470913
2025-11-21,"Saudi Arabia, Stellantis and Petromin in talks on local vehicle production",The initiative is intended to localise production of both commercial and passenger vehicles.,https://www.just-auto.com/news/saudi-arabia-stellantis-local-vehicle-production/,Just Auto,69,2025-11-25T12:19:23.470913
2025-11-21,Yamaha launches new electric scooter with Honda’s swappable batteries,"Yamaha is doubling down on urban electrification in Japan with the launch of its new Jog E electric scooter – and in a twist that we’ve been waiting years to see, it runs on Honda’s Mobile Power Pack e: swappable batteries. more….",https://electrek.co/2025/11/21/yamaha-launches-new-electric-scooter-with-hondas-swappable-batteries/,Electrek,70,2025-11-25T12:19:23.470913
2025-11-21,Is The Jeep Recon The Electric Wrangler We Wanted—Or Another Dud?,"On the Plugged-In Podcast: The Jeep Recon and Porsche Cayenne Electric debut. One of them is promising. Plus, how long do EV batteries last.",https://insideevs.com/features/779694/jeep-recon-waymo-batteries-podcast/,Inside EVs,71,2025-11-25T12:19:23.470913
2025-11-21,Toyota’s new flagship EV for China should be sold everywhere,"Toyota launched its new flagship electric sedan in China with pre-orders starting at under $30,000. The bZ7 is Toyota’s most advanced vehicle yet, offering far more tech and features than those sold in the US, Europe, and every other global market. more….",https://electrek.co/2025/11/21/toyotas-new-flagship-ev-china-should-be-sold-everywhere/,Electrek,72,2025-11-25T12:19:23.470913
2025-11-21,Toyota Built This Entire City Around Autonomous Vehicles. Here's What Life Is Like There,Toyota's Woven City is a lot more than just a test course for AVs. Plus: Nvidia's car business is booming.,https://insideevs.com/news/779686/toyota-woven-nvidia-mobility-charging/,Inside EVs,73,2025-11-25T12:19:23.470913
2025-11-21,"Wheel-E Podcast: Rad’s sunset, Onewheel minibike, flatbet e-trike, and more","This week on Electrek’s Wheel-E podcast, we discuss the most popular news stories from the world of electric bikes and other nontraditional electric vehicles. This time, that includes the potential end of Rad Power Bikes, Tern’s new belt-drive Vektron, a semi-solid-state e-bike battery coming soon on a production e-bike, ALSO drops price on its entry-level model, a tilting flat-bed electric trike/truck, and more. more….",https://electrek.co/2025/11/21/wheel-e-podcast-rads-sunset-onewheel-minibike-flatbet-e-trike-and-more/,Electrek,74,2025-11-25T12:19:23.470913
